,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
164,AccountingLiveAPI," The AccountingLive API integrates accounting features into applications such as invoicing, billing, and templates. It is available in REST architecture with HTTP requests and JSON responses, authenticating via basic HTTP.",Accounting,1,RESTv4," Accounting, Accounts, Business, Invoicing", 0,0,5,0, 0, 3, 1
165,MotionAPI," The Motion API integrates chat bots into web services, providing mediums to integrate webchat, SMS, messenger, and email. For protocols information, contact Motion at https://www.motion.ai/contact/",Bots,6,REST," Bots, Automation, Chat, Messaging", 0,0,0,0, 0, 1, 1
166,OnVerifyAPI," The OnVerify API allows developers to automatically perform phone-based verification using SMS or push messages. Recipients are given a verification code that they can enter on the developer's website to complete verification. OnVerify works with all phone types and all destinations worldwide and is available in multiple languages, including English, Spanish, German, French, Italian, and more.",Mobile,9,REST," Mobile, Verification", 0,0,0,0, 0, 1, 1
167,ElorusDevelopersAPI, The Elorus Developers API allows developers to programmatically access the Elorus invoicing and billing platform as well as update organization data. This API can be used to connect with a small business' e-shop or website in order to automate invoice processing and synchronize data. Elorus can handle multiple user accounts and multiple currencies.,Invoicing,2,RESTv1.0," Invoicing, Accounting, Billing", 0,0,0,0, 0, 1, 1
168,CardConnectAPI," The CardConnect API integrates payments into transactional web services. It is available in REST architecture with HTTP verbs, CURD functions, and JSON responses. In addition, it provides endpoints to authorize, capture, void, and inquire funds.",CreditCards,15,REST," Credit, Cards, Payments, Security, Transactions", 2,0,0,0, 0, 2, 1
169,W3CWebWorkersAPI," The W3C Web Workers API is a specification that defines an API for spawning background workers to run scripts in parallel to a web application's main page. This allows developers to use message-passing as the coordination mechanism for thread-like operation. This specification is a work in progress and may be updated, replaced, or rendered obsolete at any time.",Tools,2,Native/Browser," Tools, Standards", 0,0,0,0, 0, 1,
170,W3CWebNotificationsAPI," The W3C Web Notifications API is a specification that defines an API for handling end-user notifications. Notifications can alert users of events, such as receiving an email, outside the context of a web page. It can display notification on the user's desktop, or any other static display area outside the web page. The API is flexible in how it handles notification display and presentation options.",Notifications,1,Native/Browser," Notifications, Standards", 0,0,0,0, 0, 1,
171,CSASPlacesAPI," This is a REST API interface designed for access to CSAS POI location information. This includes detailed reference for Places, Branches and ATM's. Code examples available for cURL, Java, JavaScript, NodeJS, Perl, Python, Ruby, Go, C#, VB, Groovy, Objective-C and Swift. CSAS is Česká spořitelna, a Czech Savings Bank.",Financial,2,RESTv2.0," Financial, Banking, European, Location", 0,0,0,0, 0, 3, 1
172,CSASHypoCalcAPI," This is a REST API interface designed for access to basic mortgage calculations. It is a service that provides access to user and accounting data of Erste Bank customers. Code examples available for cURL, Java, JavaScript, NodeJS, Perl, Python, Ruby, Go, C#, VB, Groovy, Objective-C and Swift. CSAS is Česká spořitelna, a Czech Savings Bank.",Financial,3,RESTv1.0," Financial, Banking, European", 0,0,0,0, 0, 3, 1
173,GoogleCloudJobsAPI," The Google Cloud Jobs API allows developers to integrate machine learning based job search functionality with third-party applications. The Cloud Jobs API provides an intuitive job search platform with targeted recommendations which help in discovering new opportunities. Additionally, the Cloud Jobs API features search with synonym and acronym expansion, advanced location mapping, real-time query broadening, and dynamic recommendations. Request access at https://docs.google.com/forms/d/e/1FAIpQLSdLzqWQfrR6OfIE5GIX_sTwDKQ__5l56fwg_0QNYNCoexQ1JQ/viewform",Jobs,57,Unspecified," Jobs, Cloud, Location, Machine, Learning", 1,0,7,0, 0, 10, 1
174,W3CWebmentionAPI," The W3C Webmention API is a specification for an API that notifies a URL when the user mentions it on their site. From the recipient's perspective, it's a way to request notifications when other sites mention their URL. This specification is a work in progress and may be updated, replaced, or rendered obsolete at any time.",Notifications,0,REST, Notifications, 0,0,0,0, 0, 2, 2
175,CartoImportAPI," This API allows you to upload files to a CARTO account, check on their current upload status, as well as delete and list importing processes on a given account. It is an Open Source tool providing an engine that enables you to use several APIs to build advanced, dynamic geospatial datasets and scalable maps for your own applications. CARTO is an open intuitive platform for discovering and predicting the key insights underlying the location data in our world.",Mapping,2,RESTv1.0," Mapping, Data, Location, Predictions", 0,0,0,0, 0, 3, 1
176,AMEXAccertifyChargebackManagementAPI," This API is a comprehensive solution addressing every step of the chargeback management process. It is designed to help merchants save time, reduce manual effort and boost revenue recovery. It can help your business increase win rates while minimizing the cost of chargeback management. Some features include; inbound and outbound processor/acquirer integration, single workflow management platform and reason code management for American Express®, Visa®, Mastercard®, Discover® and Paypal®",Financial,5,REST," Financial, Credit, Cards", 0,0,0,0, 0, 0,
177,VisaTransactionManageCommunitiesAPI," This API provides functionality to retrieve information related to Communities. The Visa Alerts APIs enable Visa clients, such as issuers, to manage cardholders’ alerts preferences, enrollment, and to search and display alerts notifications such as Threshold, Card Not Present, ATM Withdrawal, International, Decline, Cash Back and Balance.",Financial,4,RESTv3.0," Financial, Credit, Cards, Notifications", 0,0,4,0, 0, 1,
178,Football/SoccerLivescoreAPI," The Football / Soccer Livescore API allows developers to integrate information about football / soccer games into their websites. Information available through the API includes livescores, teams times, and more. The API includes livescores for football leagues, cups, and international matches for all major football federations around the world, as well as many minor leagues.
You receive all major football leagues including, Premiership (Premier league), Championship, Seria A, La Liga, Bundesliga, and many more national leagues. National cup tournaments like: FA Cup, League Cup, Cope del Rey, DB Pokalen.
All international competitions from all major football associations. UEFA Champions League, UEFA Europe League, AFC Champions league, Copa Libertadores. All national team qualifiers and final stage tournatems. UEFA UERO, FIFA World Cup, AFC Cup, Copa America, Golden Cup, The Confederations Cup, African Nations Cup.",Sports,133,RESTv1," Sports, Sports", 0,0,0,0, 0, 4, 2
179,FireeyeAPI," The Fireeye API integrates cybersecurity into applications, providing HTTP requests and JSON and XML formats. Endpoints include threats, targets, and vulnerability. Use the API to analyze risk, plan a contingency attack, and respond to potential incidents.",Security,25,REST," Security, Analytics, Monitoring, Storage", 0,0,5,0, 0, 2,
